"UserName","Name","Enabled","Service","Host","Password Last Set","Description","Primary GroupID","Memberof"
"sp-apppool","SP AppPool","True","sp","excelservices","12/6/2012 12:45:36 PM","","513",
"Administrator","Administrator","True","MSSQLSvc","phlats02.solomonedwards.com:2449","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","phlats02.solomonedwards.com:SQL2008","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","phlats02.solomonedwards.com:1268","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","mssqlsvc","phlats02.solomonedwards.com:original","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","mssqlsvc","phlats02:original","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","phlsql03old.solomonedwards.com:1433","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","PVSSoap","XDPVS02.solomonedwards.com","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","PVSSoap","XDPVS02","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","phlsql02.solomonedwards.com:1433","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","phlsql03.solomonedwards.com:1433","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","DEV-T520-RZ95.solomonedwards.com:SQL2008","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","XDPVS02.solomonedwards.com:50416","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","XDPVS02.solomonedwards.com:SQLEXPRESS","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","DEV-T520RZ9P.solomonedwards.com:SQL2008R2","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","DEV-T520RZ9P.solomonedwards.com:55634","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","phlats01.solomonedwards.com:1433","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","PVSSoap","XDPVS03","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","PVSSoap","XDPVS03.solomonedwards.com","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","XDPVS03.solomonedwards.com:SQLEXPRESS","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","DEV-T520RZ9P.solomonedwards.com:SQL2008","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","DEV-T520RZ9P.solomonedwards.com:55630","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
"Administrator","Administrator","True","MSSQLSvc","DEV-T520-RZ9Y.solomonedwards.com:SQL2008","4/7/2025 1:50:59 PM","Built-in account for administering the computer/domain","513","ZoomUsers,EgnyteUsers,Exchange Services,Exchange Recovery Administrators,Netwrix Auditor Administrators,Netwrix Auditor Client Users,ADMTADMINS,Exchange Domain Servers,Administrators,Backup Operators,Enterprise Admins,Group Policy Creator Owners,Allowed RODC Password Replication Group,Schema Admins,Domain Admins,Replicator,Organization Management"
